Pathogen,Antibiotic,Region
Acinetobacter spp.,Amikacin,Russian Federation
Acinetobacter spp.,Amikacin,Russian Federation
Acinetobacter spp.,Amikacin,Saudi Arabia
Acinetobacter spp.,Amikacin,Saudi Arabia
Acinetobacter spp.,Amikacin,Saudi Arabia
Acinetobacter spp.,Amikacin,Saudi Arabia
Acinetobacter spp.,Amikacin,Thailand
Acinetobacter spp.,Amikacin,Thailand
Acinetobacter spp.,Amikacin,Thailand
Acinetobacter spp.,Amikacin,Thailand
Acinetobacter spp.,Amikacin,South Africa
Acinetobacter spp.,Amikacin,South Africa
Acinetobacter spp.,Amikacin,South Africa
Acinetobacter spp.,Amikacin,South Africa
Neisseria gonorrhoeae,Cefixime,Switzerland
Neisseria gonorrhoeae,Cefixime,Switzerland
Neisseria gonorrhoeae,Cefixime,Switzerland
Neisseria gonorrhoeae,Cefixime,Switzerland
Neisseria gonorrhoeae,Cefixime,Japan
Neisseria gonorrhoeae,Cefixime,Japan
Neisseria gonorrhoeae,Cefixime,Japan
Neisseria gonorrhoeae,Cefixime,Japan
Neisseria gonorrhoeae,Cefixime,Norway
Neisseria gonorrhoeae,Cefixime,Norway
Neisseria gonorrhoeae,Cefixime,Norway
Neisseria gonorrhoeae,Cefixime,Norway
Neisseria gonorrhoeae,Cefixime,Philippines
Neisseria gonorrhoeae,Cefixime,Philippines
Neisseria gonorrhoeae,Cefixime,Philippines
Neisseria gonorrhoeae,Cefixime,Philippines
Neisseria gonorrhoeae,Cefixime,Uganda
Neisseria gonorrhoeae,Cefixime,Uganda
Neisseria gonorrhoeae,Cefixime,Uganda
Neisseria gonorrhoeae,Cefixime,Uganda
Neisseria gonorrhoeae,Ceftriaxone,Switzerland
Neisseria gonorrhoeae,Ceftriaxone,Switzerland
Neisseria gonorrhoeae,Ceftriaxone,Switzerland
Neisseria gonorrhoeae,Ceftriaxone,Switzerland
Neisseria gonorrhoeae,Ceftriaxone,Finland
Neisseria gonorrhoeae,Ceftriaxone,Finland
Neisseria gonorrhoeae,Ceftriaxone,Finland
Neisseria gonorrhoeae,Ceftriaxone,Finland
Neisseria gonorrhoeae,Ceftriaxone,Japan
Neisseria gonorrhoeae,Ceftriaxone,Japan
Neisseria gonorrhoeae,Ceftriaxone,Japan
Neisseria gonorrhoeae,Ceftriaxone,Japan
Neisseria gonorrhoeae,Ceftriaxone,Malaysia
Neisseria gonorrhoeae,Ceftriaxone,Malaysia
Neisseria gonorrhoeae,Ceftriaxone,Malaysia
Neisseria gonorrhoeae,Ceftriaxone,Malaysia
Neisseria gonorrhoeae,Ceftriaxone,Norway
Neisseria gonorrhoeae,Ceftriaxone,Norway
Neisseria gonorrhoeae,Ceftriaxone,Norway
Neisseria gonorrhoeae,Ceftriaxone,Norway
Neisseria gonorrhoeae,Ceftriaxone,Oman
Neisseria gonorrhoeae,Ceftriaxone,Oman
Neisseria gonorrhoeae,Ceftriaxone,Oman
Neisseria gonorrhoeae,Ceftriaxone,Oman
Neisseria gonorrhoeae,Ceftriaxone,Philippines
Neisseria gonorrhoeae,Ceftriaxone,Philippines
Neisseria gonorrhoeae,Ceftriaxone,Philippines
Neisseria gonorrhoeae,Ceftriaxone,Philippines
Neisseria gonorrhoeae,Ceftriaxone,Thailand
Neisseria gonorrhoeae,Ceftriaxone,Thailand
Neisseria gonorrhoeae,Ceftriaxone,Thailand
Neisseria gonorrhoeae,Ceftriaxone,Thailand
Neisseria gonorrhoeae,Ceftriaxone,Uganda
Neisseria gonorrhoeae,Ceftriaxone,Uganda
Neisseria gonorrhoeae,Ceftriaxone,Uganda
Neisseria gonorrhoeae,Ceftriaxone,Uganda
Neisseria gonorrhoeae,Ceftriaxone,South Africa
Neisseria gonorrhoeae,Ceftriaxone,South Africa
Neisseria gonorrhoeae,Ceftriaxone,South Africa
Neisseria gonorrhoeae,Ceftriaxone,South Africa
Neisseria gonorrhoeae,Ciprofloxacin,Switzerland
Neisseria gonorrhoeae,Ciprofloxacin,Switzerland
Neisseria gonorrhoeae,Ciprofloxacin,Switzerland
Neisseria gonorrhoeae,Ciprofloxacin,Switzerland
Neisseria gonorrhoeae,Ciprofloxacin,Japan
Neisseria gonorrhoeae,Ciprofloxacin,Japan
Neisseria gonorrhoeae,Ciprofloxacin,Japan
Neisseria gonorrhoeae,Ciprofloxacin,Japan
Neisseria gonorrhoeae,Ciprofloxacin,Malaysia
Neisseria gonorrhoeae,Ciprofloxacin,Malaysia
Neisseria gonorrhoeae,Ciprofloxacin,Malaysia
Neisseria gonorrhoeae,Ciprofloxacin,Malaysia
Neisseria gonorrhoeae,Ciprofloxacin,Norway
Neisseria gonorrhoeae,Ciprofloxacin,Norway
Neisseria gonorrhoeae,Ciprofloxacin,Norway
Neisseria gonorrhoeae,Ciprofloxacin,Norway
Neisseria gonorrhoeae,Ciprofloxacin,Oman
Neisseria gonorrhoeae,Ciprofloxacin,Oman
Neisseria gonorrhoeae,Ciprofloxacin,Oman
Neisseria gonorrhoeae,Ciprofloxacin,Oman
Neisseria gonorrhoeae,Ciprofloxacin,Philippines
Neisseria gonorrhoeae,Ciprofloxacin,Philippines
Neisseria gonorrhoeae,Ciprofloxacin,Philippines
Neisseria gonorrhoeae,Ciprofloxacin,Philippines
Neisseria gonorrhoeae,Ciprofloxacin,Thailand
Neisseria gonorrhoeae,Ciprofloxacin,Thailand
Neisseria gonorrhoeae,Ciprofloxacin,Thailand
Neisseria gonorrhoeae,Ciprofloxacin,Thailand
Neisseria gonorrhoeae,Ciprofloxacin,Uganda
Neisseria gonorrhoeae,Ciprofloxacin,Uganda
Neisseria gonorrhoeae,Ciprofloxacin,Uganda
Neisseria gonorrhoeae,Ciprofloxacin,Uganda
Neisseria gonorrhoeae,Spectinomycin,Japan
Neisseria gonorrhoeae,Spectinomycin,Japan
Neisseria gonorrhoeae,Spectinomycin,Japan
Neisseria gonorrhoeae,Spectinomycin,Japan
Neisseria gonorrhoeae,Spectinomycin,Malaysia
Neisseria gonorrhoeae,Spectinomycin,Malaysia
Neisseria gonorrhoeae,Spectinomycin,Malaysia
Neisseria gonorrhoeae,Spectinomycin,Malaysia
Neisseria gonorrhoeae,Spectinomycin,Philippines
Neisseria gonorrhoeae,Spectinomycin,Philippines
Neisseria gonorrhoeae,Spectinomycin,Philippines
Neisseria gonorrhoeae,Spectinomycin,Philippines
Neisseria gonorrhoeae,Spectinomycin,South Africa
Neisseria gonorrhoeae,Spectinomycin,South Africa
Neisseria gonorrhoeae,Spectinomycin,South Africa
Neisseria gonorrhoeae,Spectinomycin,South Africa
Neisseria gonorrhoeae,Azithromycin,Switzerland
Neisseria gonorrhoeae,Azithromycin,Switzerland
Neisseria gonorrhoeae,Azithromycin,Switzerland
Neisseria gonorrhoeae,Azithromycin,Switzerland
Neisseria gonorrhoeae,Azithromycin,Japan
Neisseria gonorrhoeae,Azithromycin,Japan
Neisseria gonorrhoeae,Azithromycin,Japan
Neisseria gonorrhoeae,Azithromycin,Japan
Neisseria gonorrhoeae,Azithromycin,Norway
Neisseria gonorrhoeae,Azithromycin,Norway
Neisseria gonorrhoeae,Azithromycin,Norway
Neisseria gonorrhoeae,Azithromycin,Norway
Neisseria gonorrhoeae,Azithromycin,Philippines
Neisseria gonorrhoeae,Azithromycin,Philippines
Neisseria gonorrhoeae,Azithromycin,Philippines
Neisseria gonorrhoeae,Azithromycin,Philippines
Neisseria gonorrhoeae,Azithromycin,South Africa
Neisseria gonorrhoeae,Azithromycin,South Africa
Neisseria gonorrhoeae,Azithromycin,South Africa
Neisseria gonorrhoeae,Azithromycin,South Africa
Staphylococcus aureus,Methicillin resistance,United Arab Emirates
Staphylococcus aureus,Methicillin resistance,United Arab Emirates
Staphylococcus aureus,Methicillin resistance,United Arab Emirates
Staphylococcus aureus,Methicillin resistance,United Arab Emirates
Staphylococcus aureus,Methicillin resistance,Argentina
Staphylococcus aureus,Methicillin resistance,Argentina
Staphylococcus aureus,Methicillin resistance,Argentina
Staphylococcus aureus,Methicillin resistance,Argentina
Staphylococcus aureus,Methicillin resistance,Austria
Staphylococcus aureus,Methicillin resistance,Austria
Staphylococcus aureus,Methicillin resistance,Austria
Staphylococcus aureus,Methicillin resistance,Austria
Staphylococcus aureus,Methicillin resistance,Bosnia and Herzegovina
Staphylococcus aureus,Methicillin resistance,Bosnia and Herzegovina
Staphylococcus aureus,Methicillin resistance,Bosnia and Herzegovina
Staphylococcus aureus,Methicillin resistance,Bosnia and Herzegovina
Staphylococcus aureus,Methicillin resistance,Switzerland
Staphylococcus aureus,Methicillin resistance,Switzerland
Staphylococcus aureus,Methicillin resistance,Switzerland
Staphylococcus aureus,Methicillin resistance,Switzerland
Staphylococcus aureus,Methicillin resistance,Cyprus
Staphylococcus aureus,Methicillin resistance,Cyprus
Staphylococcus aureus,Methicillin resistance,Cyprus
Staphylococcus aureus,Methicillin resistance,Cyprus
Staphylococcus aureus,Methicillin resistance,Czechia
Staphylococcus aureus,Methicillin resistance,Czechia
Staphylococcus aureus,Methicillin resistance,Czechia
Staphylococcus aureus,Methicillin resistance,Czechia
Staphylococcus aureus,Methicillin resistance,Germany
Staphylococcus aureus,Methicillin resistance,Germany
Staphylococcus aureus,Methicillin resistance,Germany
Staphylococcus aureus,Methicillin resistance,Germany
Staphylococcus aureus,Methicillin resistance,Finland
Staphylococcus aureus,Methicillin resistance,Finland
Staphylococcus aureus,Methicillin resistance,Finland
Staphylococcus aureus,Methicillin resistance,Finland
Staphylococcus aureus,Methicillin resistance,France
Staphylococcus aureus,Methicillin resistance,France
Staphylococcus aureus,Methicillin resistance,France
Staphylococcus aureus,Methicillin resistance,France
Staphylococcus aureus,Methicillin resistance,United Kingdom of Great Britain and Northern Ireland
Staphylococcus aureus,Methicillin resistance,United Kingdom of Great Britain and Northern Ireland
Staphylococcus aureus,Methicillin resistance,United Kingdom of Great Britain and Northern Ireland
Staphylococcus aureus,Methicillin resistance,United Kingdom of Great Britain and Northern Ireland
Staphylococcus aureus,Methicillin resistance,Georgia
Staphylococcus aureus,Methicillin resistance,Georgia
Staphylococcus aureus,Methicillin resistance,Georgia
Staphylococcus aureus,Methicillin resistance,Georgia
Staphylococcus aureus,Methicillin resistance,Greece
Staphylococcus aureus,Methicillin resistance,Greece
Staphylococcus aureus,Methicillin resistance,Greece
Staphylococcus aureus,Methicillin resistance,Greece
Staphylococcus aureus,Methicillin resistance,Croatia
Staphylococcus aureus,Methicillin resistance,Croatia
Staphylococcus aureus,Methicillin resistance,Croatia
Staphylococcus aureus,Methicillin resistance,Croatia
Staphylococcus aureus,Methicillin resistance,India
Staphylococcus aureus,Methicillin resistance,India
Staphylococcus aureus,Methicillin resistance,India
Staphylococcus aureus,Methicillin resistance,India
Staphylococcus aureus,Methicillin resistance,Ireland
Staphylococcus aureus,Methicillin resistance,Ireland
Staphylococcus aureus,Methicillin resistance,Ireland
Staphylococcus aureus,Methicillin resistance,Ireland
Staphylococcus aureus,Methicillin resistance,Japan
Staphylococcus aureus,Methicillin resistance,Japan
Staphylococcus aureus,Methicillin resistance,Japan
Staphylococcus aureus,Methicillin resistance,Japan
Staphylococcus aureus,Methicillin resistance,Republic of Korea
Staphylococcus aureus,Methicillin resistance,Republic of Korea
Staphylococcus aureus,Methicillin resistance,Republic of Korea
Staphylococcus aureus,Methicillin resistance,Republic of Korea
Staphylococcus aureus,Methicillin resistance,Lao People's Democratic Republic
Staphylococcus aureus,Methicillin resistance,Lao People's Democratic Republic
Staphylococcus aureus,Methicillin resistance,Lao People's Democratic Republic
Staphylococcus aureus,Methicillin resistance,Lao People's Democratic Republic
Staphylococcus aureus,Methicillin resistance,Lithuania
Staphylococcus aureus,Methicillin resistance,Lithuania
Staphylococcus aureus,Methicillin resistance,Lithuania
Staphylococcus aureus,Methicillin resistance,Lithuania
Staphylococcus aureus,Methicillin resistance,Luxembourg
Staphylococcus aureus,Methicillin resistance,Luxembourg
Staphylococcus aureus,Methicillin resistance,Luxembourg
Staphylococcus aureus,Methicillin resistance,Luxembourg
Staphylococcus aureus,Methicillin resistance,Latvia
Staphylococcus aureus,Methicillin resistance,Latvia
Staphylococcus aureus,Methicillin resistance,Latvia
Staphylococcus aureus,Methicillin resistance,Latvia
Staphylococcus aureus,Methicillin resistance,North Macedonia
Staphylococcus aureus,Methicillin resistance,North Macedonia
Staphylococcus aureus,Methicillin resistance,North Macedonia
Staphylococcus aureus,Methicillin resistance,North Macedonia
Staphylococcus aureus,Methicillin resistance,Malta
Staphylococcus aureus,Methicillin resistance,Malta
Staphylococcus aureus,Methicillin resistance,Malta
Staphylococcus aureus,Methicillin resistance,Malta
Staphylococcus aureus,Methicillin resistance,Malaysia
Staphylococcus aureus,Methicillin resistance,Malaysia
Staphylococcus aureus,Methicillin resistance,Malaysia
Staphylococcus aureus,Methicillin resistance,Malaysia
Staphylococcus aureus,Methicillin resistance,Netherlands
Staphylococcus aureus,Methicillin resistance,Netherlands
Staphylococcus aureus,Methicillin resistance,Netherlands
Staphylococcus aureus,Methicillin resistance,Netherlands
Staphylococcus aureus,Methicillin resistance,Norway
Staphylococcus aureus,Methicillin resistance,Norway
Staphylococcus aureus,Methicillin resistance,Norway
Staphylococcus aureus,Methicillin resistance,Norway
Staphylococcus aureus,Methicillin resistance,Pakistan
Staphylococcus aureus,Methicillin resistance,Pakistan
Staphylococcus aureus,Methicillin resistance,Pakistan
Staphylococcus aureus,Methicillin resistance,Pakistan
Staphylococcus aureus,Methicillin resistance,Philippines
Staphylococcus aureus,Methicillin resistance,Philippines
Staphylococcus aureus,Methicillin resistance,Philippines
Staphylococcus aureus,Methicillin resistance,Philippines
Staphylococcus aureus,Methicillin resistance,Poland
Staphylococcus aureus,Methicillin resistance,Poland
Staphylococcus aureus,Methicillin resistance,Poland
Staphylococcus aureus,Methicillin resistance,Poland
Staphylococcus aureus,Methicillin resistance,Russian Federation
Staphylococcus aureus,Methicillin resistance,Russian Federation
Staphylococcus aureus,Methicillin resistance,Russian Federation
Staphylococcus aureus,Methicillin resistance,Russian Federation
Staphylococcus aureus,Methicillin resistance,Saudi Arabia
Staphylococcus aureus,Methicillin resistance,Saudi Arabia
Staphylococcus aureus,Methicillin resistance,Saudi Arabia
Staphylococcus aureus,Methicillin resistance,Saudi Arabia
Staphylococcus aureus,Methicillin resistance,Sweden
Staphylococcus aureus,Methicillin resistance,Sweden
Staphylococcus aureus,Methicillin resistance,Sweden
Staphylococcus aureus,Methicillin resistance,Sweden
Staphylococcus aureus,Methicillin resistance,Thailand
Staphylococcus aureus,Methicillin resistance,Thailand
Staphylococcus aureus,Methicillin resistance,Thailand
Staphylococcus aureus,Methicillin resistance,Thailand
Staphylococcus aureus,Methicillin resistance,Tunisia
Staphylococcus aureus,Methicillin resistance,Tunisia
Staphylococcus aureus,Methicillin resistance,Tunisia
Staphylococcus aureus,Methicillin resistance,Tunisia
Staphylococcus aureus,Methicillin resistance,South Africa
Staphylococcus aureus,Methicillin resistance,South Africa
Staphylococcus aureus,Methicillin resistance,South Africa
Staphylococcus aureus,Methicillin resistance,South Africa
Escherichia coli,Third-generation cephalosporins,United Arab Emirates
Escherichia coli,Third-generation cephalosporins,United Arab Emirates
Escherichia coli,Third-generation cephalosporins,United Arab Emirates
Escherichia coli,Third-generation cephalosporins,United Arab Emirates
Escherichia coli,Third-generation cephalosporins,Argentina
Escherichia coli,Third-generation cephalosporins,Argentina
Escherichia coli,Third-generation cephalosporins,Argentina
Escherichia coli,Third-generation cephalosporins,Argentina
Escherichia coli,Third-generation cephalosporins,Austria
Escherichia coli,Third-generation cephalosporins,Austria
Escherichia coli,Third-generation cephalosporins,Austria
Escherichia coli,Third-generation cephalosporins,Austria
Escherichia coli,Third-generation cephalosporins,Bosnia and Herzegovina
Escherichia coli,Third-generation cephalosporins,Bosnia and Herzegovina
Escherichia coli,Third-generation cephalosporins,Bosnia and Herzegovina
Escherichia coli,Third-generation cephalosporins,Bosnia and Herzegovina
Escherichia coli,Third-generation cephalosporins,Switzerland
Escherichia coli,Third-generation cephalosporins,Switzerland
Escherichia coli,Third-generation cephalosporins,Switzerland
Escherichia coli,Third-generation cephalosporins,Switzerland
Escherichia coli,Third-generation cephalosporins,Cyprus
Escherichia coli,Third-generation cephalosporins,Cyprus
Escherichia coli,Third-generation cephalosporins,Cyprus
Escherichia coli,Third-generation cephalosporins,Cyprus
Escherichia coli,Third-generation cephalosporins,Czechia
Escherichia coli,Third-generation cephalosporins,Czechia
Escherichia coli,Third-generation cephalosporins,Czechia
Escherichia coli,Third-generation cephalosporins,Czechia
Escherichia coli,Third-generation cephalosporins,Germany
Escherichia coli,Third-generation cephalosporins,Germany
Escherichia coli,Third-generation cephalosporins,Germany
Escherichia coli,Third-generation cephalosporins,Germany
Escherichia coli,Third-generation cephalosporins,Finland
Escherichia coli,Third-generation cephalosporins,Finland
Escherichia coli,Third-generation cephalosporins,Finland
Escherichia coli,Third-generation cephalosporins,Finland
Escherichia coli,Third-generation cephalosporins,France
Escherichia coli,Third-generation cephalosporins,France
Escherichia coli,Third-generation cephalosporins,France
Escherichia coli,Third-generation cephalosporins,France
Escherichia coli,Third-generation cephalosporins,United Kingdom of Great Britain and Northern Ireland
Escherichia coli,Third-generation cephalosporins,United Kingdom of Great Britain and Northern Ireland
Escherichia coli,Third-generation cephalosporins,United Kingdom of Great Britain and Northern Ireland
Escherichia coli,Third-generation cephalosporins,United Kingdom of Great Britain and Northern Ireland
Escherichia coli,Third-generation cephalosporins,Georgia
Escherichia coli,Third-generation cephalosporins,Georgia
Escherichia coli,Third-generation cephalosporins,Georgia
Escherichia coli,Third-generation cephalosporins,Georgia
Escherichia coli,Third-generation cephalosporins,Greece
Escherichia coli,Third-generation cephalosporins,Greece
Escherichia coli,Third-generation cephalosporins,Greece
Escherichia coli,Third-generation cephalosporins,Greece
Escherichia coli,Third-generation cephalosporins,Croatia
Escherichia coli,Third-generation cephalosporins,Croatia
Escherichia coli,Third-generation cephalosporins,Croatia
Escherichia coli,Third-generation cephalosporins,Croatia
Escherichia coli,Third-generation cephalosporins,India
Escherichia coli,Third-generation cephalosporins,India
Escherichia coli,Third-generation cephalosporins,India
Escherichia coli,Third-generation cephalosporins,India
Escherichia coli,Third-generation cephalosporins,Ireland
Escherichia coli,Third-generation cephalosporins,Ireland
Escherichia coli,Third-generation cephalosporins,Ireland
Escherichia coli,Third-generation cephalosporins,Ireland
Escherichia coli,Third-generation cephalosporins,Iran (Islamic Republic of)
Escherichia coli,Third-generation cephalosporins,Iran (Islamic Republic of)
Escherichia coli,Third-generation cephalosporins,Iran (Islamic Republic of)
Escherichia coli,Third-generation cephalosporins,Iran (Islamic Republic of)
Escherichia coli,Third-generation cephalosporins,Japan
Escherichia coli,Third-generation cephalosporins,Japan
Escherichia coli,Third-generation cephalosporins,Japan
Escherichia coli,Third-generation cephalosporins,Japan
Escherichia coli,Third-generation cephalosporins,Republic of Korea
Escherichia coli,Third-generation cephalosporins,Republic of Korea
Escherichia coli,Third-generation cephalosporins,Republic of Korea
Escherichia coli,Third-generation cephalosporins,Republic of Korea
Escherichia coli,Third-generation cephalosporins,Lao People's Democratic Republic
Escherichia coli,Third-generation cephalosporins,Lao People's Democratic Republic
Escherichia coli,Third-generation cephalosporins,Lao People's Democratic Republic
Escherichia coli,Third-generation cephalosporins,Lao People's Democratic Republic
Escherichia coli,Third-generation cephalosporins,Lebanon
Escherichia coli,Third-generation cephalosporins,Lebanon
Escherichia coli,Third-generation cephalosporins,Lebanon
Escherichia coli,Third-generation cephalosporins,Lebanon
Escherichia coli,Third-generation cephalosporins,Lithuania
Escherichia coli,Third-generation cephalosporins,Lithuania
Escherichia coli,Third-generation cephalosporins,Lithuania
Escherichia coli,Third-generation cephalosporins,Lithuania
Escherichia coli,Third-generation cephalosporins,Luxembourg
Escherichia coli,Third-generation cephalosporins,Luxembourg
Escherichia coli,Third-generation cephalosporins,Luxembourg
Escherichia coli,Third-generation cephalosporins,Luxembourg
Escherichia coli,Third-generation cephalosporins,Latvia
Escherichia coli,Third-generation cephalosporins,Latvia
Escherichia coli,Third-generation cephalosporins,Latvia
Escherichia coli,Third-generation cephalosporins,Latvia
Escherichia coli,Third-generation cephalosporins,North Macedonia
Escherichia coli,Third-generation cephalosporins,North Macedonia
Escherichia coli,Third-generation cephalosporins,North Macedonia
Escherichia coli,Third-generation cephalosporins,North Macedonia
Escherichia coli,Third-generation cephalosporins,Malta
Escherichia coli,Third-generation cephalosporins,Malta
Escherichia coli,Third-generation cephalosporins,Malta
Escherichia coli,Third-generation cephalosporins,Malta
Escherichia coli,Third-generation cephalosporins,Malaysia
Escherichia coli,Third-generation cephalosporins,Malaysia
Escherichia coli,Third-generation cephalosporins,Malaysia
Escherichia coli,Third-generation cephalosporins,Malaysia
Escherichia coli,Third-generation cephalosporins,Netherlands
Escherichia coli,Third-generation cephalosporins,Netherlands
Escherichia coli,Third-generation cephalosporins,Netherlands
Escherichia coli,Third-generation cephalosporins,Netherlands
Escherichia coli,Third-generation cephalosporins,Norway
Escherichia coli,Third-generation cephalosporins,Norway
Escherichia coli,Third-generation cephalosporins,Norway
Escherichia coli,Third-generation cephalosporins,Norway
Escherichia coli,Third-generation cephalosporins,Oman
Escherichia coli,Third-generation cephalosporins,Oman
Escherichia coli,Third-generation cephalosporins,Oman
Escherichia coli,Third-generation cephalosporins,Oman
Escherichia coli,Third-generation cephalosporins,Pakistan
Escherichia coli,Third-generation cephalosporins,Pakistan
Escherichia coli,Third-generation cephalosporins,Pakistan
Escherichia coli,Third-generation cephalosporins,Pakistan
Escherichia coli,Third-generation cephalosporins,Philippines
Escherichia coli,Third-generation cephalosporins,Philippines
Escherichia coli,Third-generation cephalosporins,Philippines
Escherichia coli,Third-generation cephalosporins,Philippines
Escherichia coli,Third-generation cephalosporins,Poland
Escherichia coli,Third-generation cephalosporins,Poland
Escherichia coli,Third-generation cephalosporins,Poland
Escherichia coli,Third-generation cephalosporins,Poland
Escherichia coli,Third-generation cephalosporins,Russian Federation
Escherichia coli,Third-generation cephalosporins,Russian Federation
Escherichia coli,Third-generation cephalosporins,Russian Federation
Escherichia coli,Third-generation cephalosporins,Russian Federation
Escherichia coli,Third-generation cephalosporins,Saudi Arabia
Escherichia coli,Third-generation cephalosporins,Saudi Arabia
Escherichia coli,Third-generation cephalosporins,Saudi Arabia
Escherichia coli,Third-generation cephalosporins,Saudi Arabia
Escherichia coli,Third-generation cephalosporins,Sweden
Escherichia coli,Third-generation cephalosporins,Sweden
Escherichia coli,Third-generation cephalosporins,Sweden
Escherichia coli,Third-generation cephalosporins,Sweden
Escherichia coli,Third-generation cephalosporins,Thailand
Escherichia coli,Third-generation cephalosporins,Thailand
Escherichia coli,Third-generation cephalosporins,Thailand
Escherichia coli,Third-generation cephalosporins,Thailand
Escherichia coli,Third-generation cephalosporins,Tunisia
Escherichia coli,Third-generation cephalosporins,Tunisia
Escherichia coli,Third-generation cephalosporins,Tunisia
Escherichia coli,Third-generation cephalosporins,Tunisia
Salmonella spp.,Ceftazidime,United Arab Emirates
Salmonella spp.,Ceftazidime,United Arab Emirates
Salmonella spp.,Ceftazidime,United Arab Emirates
Salmonella spp.,Ceftazidime,United Arab Emirates
Salmonella spp.,Ceftazidime,Argentina
Salmonella spp.,Ceftazidime,Argentina
Salmonella spp.,Ceftazidime,Argentina
Salmonella spp.,Ceftazidime,Argentina
Salmonella spp.,Ceftazidime,Switzerland
Salmonella spp.,Ceftazidime,Switzerland
Salmonella spp.,Ceftazidime,Switzerland
Salmonella spp.,Ceftazidime,Switzerland
Salmonella spp.,Ceftazidime,Japan
Salmonella spp.,Ceftazidime,Japan
Salmonella spp.,Ceftazidime,Japan
Salmonella spp.,Ceftazidime,Japan
Salmonella spp.,Ceftazidime,Republic of Korea
Salmonella spp.,Ceftazidime,Republic of Korea
Salmonella spp.,Ceftazidime,Republic of Korea
Salmonella spp.,Ceftazidime,Republic of Korea
Salmonella spp.,Ceftazidime,Malta
Salmonella spp.,Ceftazidime,Malta
Salmonella spp.,Ceftazidime,Malta
Salmonella spp.,Ceftazidime,Malta
Salmonella spp.,Ceftazidime,Malaysia
Salmonella spp.,Ceftazidime,Malaysia
Salmonella spp.,Ceftazidime,Malaysia
Salmonella spp.,Ceftazidime,Malaysia
Salmonella spp.,Ceftazidime,Poland
Salmonella spp.,Ceftazidime,Poland
Salmonella spp.,Ceftazidime,Poland
Salmonella spp.,Ceftazidime,Poland
Salmonella spp.,Ceftazidime,Saudi Arabia
Salmonella spp.,Ceftazidime,Saudi Arabia
Salmonella spp.,Ceftazidime,Saudi Arabia
Salmonella spp.,Ceftazidime,Saudi Arabia
Salmonella spp.,Ceftazidime,South Africa
Salmonella spp.,Ceftazidime,South Africa
Salmonella spp.,Ceftazidime,South Africa
Salmonella spp.,Ceftazidime,South Africa
Shigella spp.,Ceftazidime,United Arab Emirates
Shigella spp.,Ceftazidime,United Arab Emirates
Shigella spp.,Ceftazidime,United Arab Emirates
Shigella spp.,Ceftazidime,United Arab Emirates
Shigella spp.,Ceftazidime,Argentina
Shigella spp.,Ceftazidime,Argentina
Shigella spp.,Ceftazidime,Argentina
Shigella spp.,Ceftazidime,Argentina
Shigella spp.,Ceftazidime,Switzerland
Shigella spp.,Ceftazidime,Switzerland
Shigella spp.,Ceftazidime,Switzerland
Shigella spp.,Ceftazidime,Switzerland
Shigella spp.,Ceftazidime,South Africa
Shigella spp.,Ceftazidime,South Africa
Shigella spp.,Ceftazidime,South Africa
Shigella spp.,Ceftazidime,South Africa
Shigella spp.,Ceftriaxone,United Arab Emirates
Shigella spp.,Ceftriaxone,United Arab Emirates
Shigella spp.,Ceftriaxone,United Arab Emirates
Shigella spp.,Ceftriaxone,United Arab Emirates
Shigella spp.,Ceftriaxone,Switzerland
Shigella spp.,Ceftriaxone,Switzerland
Shigella spp.,Ceftriaxone,Switzerland
Shigella spp.,Ceftriaxone,Switzerland
Shigella spp.,Ceftriaxone,Oman
Shigella spp.,Ceftriaxone,Oman
Shigella spp.,Ceftriaxone,Oman
Shigella spp.,Ceftriaxone,Oman
Shigella spp.,Ceftriaxone,South Africa
Shigella spp.,Ceftriaxone,South Africa
Shigella spp.,Ceftriaxone,South Africa
Shigella spp.,Ceftriaxone,South Africa
Shigella spp.,Ciprofloxacin,United Arab Emirates
Shigella spp.,Ciprofloxacin,United Arab Emirates
Shigella spp.,Ciprofloxacin,United Arab Emirates
Shigella spp.,Ciprofloxacin,United Arab Emirates
Shigella spp.,Ciprofloxacin,Argentina
Shigella spp.,Ciprofloxacin,Argentina
Shigella spp.,Ciprofloxacin,Argentina
Shigella spp.,Ciprofloxacin,Argentina
Shigella spp.,Ciprofloxacin,Switzerland
Shigella spp.,Ciprofloxacin,Switzerland
Shigella spp.,Ciprofloxacin,Switzerland
Shigella spp.,Ciprofloxacin,Switzerland
Shigella spp.,Ciprofloxacin,Japan
Shigella spp.,Ciprofloxacin,Japan
Shigella spp.,Ciprofloxacin,Japan
Shigella spp.,Ciprofloxacin,Japan
Shigella spp.,Ciprofloxacin,Oman
Shigella spp.,Ciprofloxacin,Oman
Shigella spp.,Ciprofloxacin,Oman
Shigella spp.,Ciprofloxacin,Oman
Shigella spp.,Ciprofloxacin,Pakistan
Shigella spp.,Ciprofloxacin,Pakistan
Shigella spp.,Ciprofloxacin,Pakistan
Shigella spp.,Ciprofloxacin,Pakistan
Shigella spp.,Ciprofloxacin,Philippines
Shigella spp.,Ciprofloxacin,Philippines
Shigella spp.,Ciprofloxacin,Philippines
Shigella spp.,Ciprofloxacin,Philippines
Shigella spp.,Ciprofloxacin,South Africa
Shigella spp.,Ciprofloxacin,South Africa
Shigella spp.,Ciprofloxacin,South Africa
Shigella spp.,Ciprofloxacin,South Africa
